label,night_avg,total_avg,gaming_ratio,social_ratio,weekend_ratio
Sosyal Medya Tutkunu,36.27,164.59,0.158,0.518,1.225
Sosyal Medya Tutkunu,21.53,179.56,0.230,0.542,1.048
Sosyal Medya Tutkunu,16.08,113.94,0.156,0.429,1.020
Sosyal Medya Tutkunu,18.34,103.60,0.176,0.460,1.000
Sosyal Medya Tutkunu,27.46,166.26,0.140,0.428,1.180
Sosyal Medya Tutkunu,27.69,154.18,0.182,0.494,0.982
Sosyal Medya Tutkunu,26.05,171.41,0.169,0.459,0.931
Sosyal Medya Tutkunu,22.78,169.56,0.243,0.505,0.997
Sosyal Medya Tutkunu,17.83,163.56,0.220,0.573,1.098
Sosyal Medya Tutkunu,27.61,151.18,0.242,0.503,0.895
Sosyal Medya Tutkunu,17.87,134.69,0.193,0.574,0.876
Sosyal Medya Tutkunu,35.87,142.37,0.167,0.530,1.011
Sosyal Medya Tutkunu,18.66,141.15,0.179,0.484,1.013
Sosyal Medya Tutkunu,19.28,166.45,0.131,0.605,1.122
Sosyal Medya Tutkunu,18.78,130.11,0.164,0.558,1.021
Sosyal Medya Tutkunu,21.73,216.37,0.109,0.584,0.983
Sosyal Medya Tutkunu,33.37,155.69,0.210,0.590,1.083
Sosyal Medya Tutkunu,30.87,159.64,0.294,0.629,1.041
Sosyal Medya Tutkunu,29.55,166.76,0.202,0.646,0.944
Sosyal Medya Tutkunu,26.38,130.91,0.155,0.448,1.217
Sosyal Medya Tutkunu,32.49,201.35,0.253,0.596,1.016
Sosyal Medya Tutkunu,21.32,192.28,0.089,0.536,0.973
Sosyal Medya Tutkunu,31.31,174.03,0.207,0.595,1.079
Sosyal Medya Tutkunu,30.14,167.28,0.274,0.528,1.106
Sosyal Medya Tutkunu,24.68,171.70,0.323,0.558,1.035
Sosyal Medya Tutkunu,31.40,130.77,0.233,0.650,1.052
Sosyal Medya Tutkunu,22.75,199.38,0.160,0.600,0.989
Sosyal Medya Tutkunu,23.39,149.68,0.204,0.434,0.981
Sosyal Medya Tutkunu,35.50,153.27,0.159,0.688,1.113
Sosyal Medya Tutkunu,31.49,164.16,0.249,0.490,0.994
Sosyal Medya Tutkunu,32.20,124.05,0.175,0.516,1.080
Sosyal Medya Tutkunu,24.97,133.57,0.250,0.534,1.006
Sosyal Medya Tutkunu,26.12,179.26,0.185,0.535,1.022
Sosyal Medya Tutkunu,22.79,154.09,0.184,0.540,1.025
Sosyal Medya Tutkunu,36.65,139.54,0.068,0.569,0.949
Sosyal Medya Tutkunu,15.51,137.30,0.163,0.639,1.072
Sosyal Medya Tutkunu,21.37,185.61,0.235,0.585,1.004
Sosyal Medya Tutkunu,28.12,151.41,0.239,0.477,1.127
Sosyal Medya Tutkunu,23.09,136.78,0.175,0.537,1.034
Sosyal Medya Tutkunu,17.91,194.12,0.249,0.560,1.154
Sosyal Medya Tutkunu,26.38,198.97,0.160,0.661,1.049
Sosyal Medya Tutkunu,30.95,153.66,0.114,0.545,1.038
Sosyal Medya Tutkunu,25.27,180.97,0.174,0.591,1.054
Sosyal Medya Tutkunu,22.45,152.75,0.221,0.584,1.057
Sosyal Medya Tutkunu,22.48,149.44,0.192,0.542,0.929
Sosyal Medya Tutkunu,19.78,160.99,0.219,0.595,1.056
Sosyal Medya Tutkunu,29.26,165.97,0.088,0.513,0.986
Sosyal Medya Tutkunu,15.16,182.68,0.177,0.641,0.954
Sosyal Medya Tutkunu,22.01,152.52,0.228,0.629,1.038
Sosyal Medya Tutkunu,24.89,200.78,0.200,0.562,0.858
Sosyal Medya Tutkunu,26.88,189.74,0.155,0.578,1.022
Sosyal Medya Tutkunu,19.02,116.35,0.151,0.532,0.949
Sosyal Medya Tutkunu,21.81,163.50,0.146,0.554,0.943
Sosyal Medya Tutkunu,21.16,173.35,0.151,0.563,1.055
Sosyal Medya Tutkunu,22.07,180.61,0.215,0.612,1.061
Sosyal Medya Tutkunu,17.16,185.50,0.219,0.480,0.756
Sosyal Medya Tutkunu,18.21,185.34,0.148,0.504,1.062
Sosyal Medya Tutkunu,31.48,180.99,0.193,0.447,1.080
Sosyal Medya Tutkunu,31.91,157.44,0.125,0.685,1.007
Sosyal Medya Tutkunu,17.95,156.83,0.198,0.475,0.923
Sosyal Medya Tutkunu,29.63,207.93,0.226,0.534,1.036
Sosyal Medya Tutkunu,25.09,174.75,0.213,0.631,1.078
Sosyal Medya Tutkunu,25.93,174.98,0.146,0.513,1.039
Sosyal Medya Tutkunu,33.56,177.54,0.176,0.597,1.054
Sosyal Medya Tutkunu,21.22,167.16,0.211,0.762,1.019
Sosyal Medya Tutkunu,26.50,138.57,0.130,0.610,0.988
Sosyal Medya Tutkunu,26.69,157.60,0.232,0.577,0.989
Sosyal Medya Tutkunu,30.56,127.37,0.267,0.604,1.086
Sosyal Medya Tutkunu,20.03,163.27,0.179,0.602,1.083
Sosyal Medya Tutkunu,26.93,183.47,0.318,0.529,1.003
Sosyal Medya Tutkunu,27.26,143.41,0.231,0.522,1.042
Sosyal Medya Tutkunu,24.65,163.95,0.224,0.581,0.991
Sosyal Medya Tutkunu,33.35,152.77,0.130,0.552,0.994
Sosyal Medya Tutkunu,19.92,167.38,0.149,0.499,1.099
Sosyal Medya Tutkunu,34.15,196.60,0.238,0.428,0.911
Sosyal Medya Tutkunu,22.09,170.15,0.172,0.637,1.006
Sosyal Medya Tutkunu,30.33,136.40,0.146,0.589,1.118
Sosyal Medya Tutkunu,22.56,193.72,0.259,0.597,1.079
Sosyal Medya Tutkunu,22.44,153.26,0.268,0.664,0.996
Sosyal Medya Tutkunu,21.01,218.73,0.156,0.663,1.012
Sosyal Medya Tutkunu,21.69,175.88,0.231,0.423,0.963
Sosyal Medya Tutkunu,23.82,189.78,0.174,0.444,0.948
Sosyal Medya Tutkunu,7.60,127.60,0.076,0.542,1.035
Sosyal Medya Tutkunu,18.96,173.49,0.195,0.565,1.033
Sosyal Medya Tutkunu,27.48,223.02,0.286,0.439,1.010
Sosyal Medya Tutkunu,40.70,191.54,0.148,0.667,0.946
Sosyal Medya Tutkunu,24.21,203.46,0.224,0.461,1.129
Sosyal Medya Tutkunu,21.43,154.96,0.218,0.578,0.983
Sosyal Medya Tutkunu,26.72,181.18,0.206,0.568,1.206
Sosyal Medya Tutkunu,25.12,170.63,0.202,0.534,1.048
Sosyal Medya Tutkunu,30.28,164.50,0.171,0.643,1.101
Sosyal Medya Tutkunu,32.21,201.67,0.147,0.627,1.030
Sosyal Medya Tutkunu,13.19,187.50,0.158,0.587,1.014
Sosyal Medya Tutkunu,21.19,123.71,0.255,0.570,1.044
Sosyal Medya Tutkunu,22.02,189.76,0.203,0.431,1.037
Sosyal Medya Tutkunu,17.48,165.49,0.198,0.582,1.062
Sosyal Medya Tutkunu,25.70,174.52,0.090,0.520,0.968
Sosyal Medya Tutkunu,21.09,212.40,0.205,0.540,1.066
Sosyal Medya Tutkunu,35.64,153.79,0.223,0.459,1.031
Sosyal Medya Tutkunu,24.72,170.99,0.191,0.623,1.027
Sosyal Medya Tutkunu,19.75,160.77,0.236,0.554,1.131
Sosyal Medya Tutkunu,31.00,175.20,0.123,0.418,1.028
Sosyal Medya Tutkunu,16.04,181.81,0.235,0.390,0.918
Hafta Sonu Odaklı,28.62,166.32,0.263,0.275,1.219
Hafta Sonu Odaklı,14.97,141.72,0.367,0.290,1.411
Hafta Sonu Odaklı,21.36,109.15,0.320,0.285,1.300
Hafta Sonu Odaklı,17.28,142.27,0.381,0.253,1.280
Hafta Sonu Odaklı,21.02,168.58,0.233,0.235,1.283
Hafta Sonu Odaklı,13.23,127.83,0.252,0.152,1.215
Hafta Sonu Odaklı,14.10,151.09,0.313,0.307,1.482
Hafta Sonu Odaklı,18.28,173.41,0.237,0.295,1.432
Hafta Sonu Odaklı,21.27,162.58,0.326,0.179,1.361
Hafta Sonu Odaklı,38.46,152.26,0.230,0.220,1.485
Hafta Sonu Odaklı,18.15,134.86,0.273,0.188,1.448
Hafta Sonu Odaklı,28.06,174.57,0.199,0.299,1.360
Hafta Sonu Odaklı,19.64,154.71,0.321,0.221,1.361
Hafta Sonu Odaklı,20.44,152.00,0.216,0.207,1.263
Hafta Sonu Odaklı,27.10,153.54,0.358,0.267,1.274
Hafta Sonu Odaklı,10.20,143.06,0.272,0.217,1.466
Hafta Sonu Odaklı,28.94,111.04,0.215,0.329,1.655
Hafta Sonu Odaklı,24.66,160.39,0.276,0.246,1.353
Hafta Sonu Odaklı,18.20,146.17,0.303,0.248,1.433
Hafta Sonu Odaklı,26.56,129.11,0.413,0.266,1.399
Hafta Sonu Odaklı,23.75,143.58,0.335,0.148,1.367
Hafta Sonu Odaklı,24.08,170.90,0.159,0.271,1.288
Hafta Sonu Odaklı,18.67,203.30,0.374,0.255,1.424
Hafta Sonu Odaklı,8.81,186.71,0.272,0.292,1.615
Hafta Sonu Odaklı,24.47,176.18,0.398,0.273,1.111
Hafta Sonu Odaklı,9.23,164.07,0.382,0.228,1.370
Hafta Sonu Odaklı,26.97,152.85,0.321,0.284,1.314
Hafta Sonu Odaklı,19.72,154.28,0.327,0.221,1.548
Hafta Sonu Odaklı,22.01,152.32,0.296,0.264,1.441
Hafta Sonu Odaklı,20.47,160.06,0.274,0.274,1.316
Hafta Sonu Odaklı,18.47,182.61,0.380,0.247,1.434
Hafta Sonu Odaklı,22.93,165.84,0.392,0.222,1.404
Hafta Sonu Odaklı,18.05,169.95,0.290,0.224,1.488
Hafta Sonu Odaklı,17.57,148.12,0.330,0.310,1.236
Hafta Sonu Odaklı,12.26,171.99,0.124,0.261,1.609
Hafta Sonu Odaklı,23.25,154.32,0.335,0.170,1.465
Hafta Sonu Odaklı,28.37,182.45,0.290,0.373,1.491
Hafta Sonu Odaklı,12.53,143.05,0.462,0.237,1.349
Hafta Sonu Odaklı,20.80,156.54,0.335,0.291,1.403
Hafta Sonu Odaklı,15.78,169.67,0.299,0.223,1.350
Hafta Sonu Odaklı,20.98,153.56,0.420,0.350,1.615
Hafta Sonu Odaklı,15.75,148.98,0.291,0.342,1.515
Hafta Sonu Odaklı,24.30,135.89,0.324,0.239,1.624
Hafta Sonu Odaklı,13.92,171.16,0.340,0.300,1.522
Hafta Sonu Odaklı,8.25,106.34,0.221,0.203,1.428
Hafta Sonu Odaklı,32.72,154.40,0.244,0.286,1.468
Hafta Sonu Odaklı,11.08,117.51,0.316,0.227,1.401
Hafta Sonu Odaklı,24.11,155.87,0.426,0.176,1.360
Hafta Sonu Odaklı,15.76,163.28,0.389,0.221,1.266
Hafta Sonu Odaklı,8.84,172.55,0.274,0.296,1.210
Hafta Sonu Odaklı,24.60,121.01,0.326,0.181,1.491
Hafta Sonu Odaklı,21.67,174.58,0.262,0.207,1.251
Hafta Sonu Odaklı,15.97,143.72,0.359,0.272,1.479
Hafta Sonu Odaklı,30.67,148.33,0.373,0.279,1.249
Hafta Sonu Odaklı,24.56,197.38,0.344,0.298,1.419
Hafta Sonu Odaklı,20.61,133.98,0.277,0.260,1.616
Hafta Sonu Odaklı,17.28,128.85,0.362,0.345,1.446
Hafta Sonu Odaklı,33.72,139.05,0.202,0.157,1.398
Hafta Sonu Odaklı,30.34,163.75,0.372,0.368,1.499
Hafta Sonu Odaklı,17.50,164.86,0.268,0.314,1.422
Hafta Sonu Odaklı,19.26,177.58,0.287,0.266,1.173
Hafta Sonu Odaklı,20.92,153.20,0.323,0.218,1.225
Hafta Sonu Odaklı,12.52,144.90,0.282,0.302,1.186
Hafta Sonu Odaklı,12.72,169.02,0.232,0.223,1.370
Hafta Sonu Odaklı,16.47,146.42,0.305,0.224,1.257
Hafta Sonu Odaklı,19.91,164.90,0.403,0.192,1.454
Hafta Sonu Odaklı,11.84,113.11,0.265,0.197,1.394
Hafta Sonu Odaklı,19.84,157.85,0.211,0.250,1.427
Hafta Sonu Odaklı,13.10,147.99,0.367,0.211,1.405
Hafta Sonu Odaklı,28.39,168.53,0.402,0.212,1.485
Hafta Sonu Odaklı,19.72,200.69,0.353,0.292,1.613
Hafta Sonu Odaklı,22.80,146.87,0.276,0.224,1.153
Hafta Sonu Odaklı,19.51,152.71,0.356,0.374,1.273
Hafta Sonu Odaklı,20.45,142.35,0.365,0.204,1.345
Hafta Sonu Odaklı,29.63,182.55,0.276,0.250,1.474
Hafta Sonu Odaklı,18.46,176.07,0.298,0.241,1.553
Hafta Sonu Odaklı,19.04,153.21,0.295,0.235,1.461
Hafta Sonu Odaklı,12.21,175.38,0.309,0.125,1.373
Hafta Sonu Odaklı,19.07,161.61,0.371,0.284,1.528
Hafta Sonu Odaklı,8.42,175.63,0.234,0.214,1.259
Hafta Sonu Odaklı,21.63,176.28,0.364,0.219,1.480
Hafta Sonu Odaklı,19.87,158.38,0.184,0.208,1.516
Hafta Sonu Odaklı,32.63,182.82,0.178,0.251,1.488
Hafta Sonu Odaklı,29.52,149.43,0.303,0.216,1.406
Hafta Sonu Odaklı,18.42,146.35,0.356,0.283,1.417
Hafta Sonu Odaklı,11.68,154.99,0.317,0.259,1.425
Hafta Sonu Odaklı,26.24,159.32,0.290,0.269,1.367
Hafta Sonu Odaklı,24.79,132.45,0.233,0.235,1.355
Hafta Sonu Odaklı,12.70,171.85,0.381,0.233,1.500
Hafta Sonu Odaklı,25.93,122.55,0.229,0.246,1.465
Hafta Sonu Odaklı,20.82,160.03,0.319,0.267,1.527
Hafta Sonu Odaklı,16.36,128.18,0.264,0.228,1.459
Hafta Sonu Odaklı,19.53,156.60,0.278,0.233,1.432
Hafta Sonu Odaklı,18.15,131.65,0.349,0.204,1.453
Hafta Sonu Odaklı,7.38,153.34,0.345,0.287,1.141
Hafta Sonu Odaklı,20.28,161.91,0.297,0.240,1.300
Hafta Sonu Odaklı,22.60,150.21,0.365,0.183,1.263
Hafta Sonu Odaklı,28.55,168.43,0.327,0.240,1.604
Hafta Sonu Odaklı,36.77,166.89,0.277,0.257,1.447
Hafta Sonu Odaklı,11.76,156.80,0.279,0.257,1.376
Hafta Sonu Odaklı,19.74,205.36,0.343,0.225,1.534
Hafta Sonu Odaklı,24.01,180.08,0.245,0.162,1.443
Hafta Sonu Odaklı,30.85,159.93,0.382,0.274,1.270
Hafta Sonu Odaklı,13.51,166.45,0.327,0.276,1.461
Hafta Sonu Odaklı,15.36,167.20,0.258,0.253,1.503
Hafta Sonu Odaklı,20.20,150.63,0.304,0.263,1.633
Hafta Sonu Odaklı,18.59,166.32,0.343,0.220,1.457
Hafta Sonu Odaklı,18.32,155.87,0.327,0.247,1.211
Hafta Sonu Odaklı,12.16,144.39,0.383,0.216,1.595
Hafta Sonu Odaklı,16.03,154.72,0.315,0.246,1.449
Hafta Sonu Odaklı,18.24,169.11,0.366,0.141,1.325
Hafta Sonu Odaklı,18.55,164.89,0.347,0.326,1.345
Hafta Sonu Odaklı,19.38,185.47,0.360,0.248,1.336
Hafta Sonu Odaklı,16.46,187.51,0.280,0.253,1.592
Hafta Sonu Odaklı,21.86,166.24,0.256,0.284,1.426
Hafta Sonu Odaklı,22.17,172.57,0.294,0.292,1.453
Hafta Sonu Odaklı,13.55,153.96,0.281,0.230,1.394
Hafta Sonu Odaklı,17.40,167.28,0.392,0.202,1.578
Hafta Sonu Odaklı,13.00,132.17,0.278,0.201,1.345
Hafta Sonu Odaklı,15.96,146.70,0.333,0.192,1.346
Hafta Sonu Odaklı,18.10,150.86,0.306,0.343,1.348
Hafta Sonu Odaklı,11.85,165.66,0.388,0.176,1.680
Hafta Sonu Odaklı,15.83,132.26,0.235,0.233,1.309
Hafta Sonu Odaklı,24.45,144.50,0.262,0.285,1.480
Hafta Sonu Odaklı,18.61,182.20,0.305,0.245,1.518
Hafta Sonu Odaklı,13.53,117.36,0.317,0.360,1.450
Hafta Sonu Odaklı,14.54,133.36,0.256,0.249,1.512
Hafta Sonu Odaklı,31.59,196.16,0.286,0.166,1.319
Hafta Sonu Odaklı,20.21,154.82,0.307,0.198,1.462
Hafta Sonu Odaklı,23.61,142.60,0.284,0.229,1.503
Hafta Sonu Odaklı,19.95,136.13,0.224,0.193,1.361
Hafta Sonu Odaklı,9.09,151.22,0.288,0.328,1.415
Hafta Sonu Odaklı,18.08,132.99,0.253,0.229,1.508
Hafta Sonu Odaklı,17.71,173.41,0.250,0.214,1.279
Hafta Sonu Odaklı,23.61,169.09,0.271,0.267,1.505
Hafta Sonu Odaklı,15.16,129.55,0.366,0.233,1.440
Hafta Sonu Odaklı,26.27,188.91,0.341,0.309,1.507
Hafta Sonu Odaklı,22.76,150.04,0.244,0.231,1.471
Hafta Sonu Odaklı,17.74,146.36,0.326,0.215,1.353
Hafta Sonu Odaklı,25.76,148.18,0.333,0.284,1.431
Hafta Sonu Odaklı,24.15,160.75,0.217,0.206,1.379
Hafta Sonu Odaklı,13.94,140.14,0.183,0.177,1.221
Hafta Sonu Odaklı,9.67,139.04,0.380,0.274,1.354
Hafta Sonu Odaklı,17.05,164.07,0.278,0.177,1.506
Hafta Sonu Odaklı,28.89,178.32,0.357,0.199,1.402
Hafta Sonu Odaklı,9.31,154.37,0.251,0.218,1.313
Hafta Sonu Odaklı,22.22,153.17,0.290,0.317,1.293
Hafta Sonu Odaklı,12.10,158.87,0.345,0.271,1.420
Hafta Sonu Odaklı,16.02,147.32,0.325,0.229,1.339
Hafta Sonu Odaklı,19.40,170.98,0.202,0.232,1.449
Hafta Sonu Odaklı,22.72,182.55,0.347,0.254,1.564
Hafta Sonu Odaklı,24.76,181.94,0.231,0.277,1.356
Hafta Sonu Odaklı,20.77,163.39,0.361,0.159,1.412
Hafta Sonu Odaklı,16.46,155.14,0.326,0.326,1.240
Hafta Sonu Odaklı,16.83,142.07,0.323,0.191,1.478
Hafta Sonu Odaklı,29.36,133.37,0.420,0.207,1.325
Hafta Sonu Odaklı,12.36,149.56,0.315,0.279,1.369
Hafta Sonu Odaklı,16.78,154.26,0.289,0.231,1.173
Hafta Sonu Odaklı,22.78,151.62,0.366,0.130,1.474
Hafta Sonu Odaklı,10.00,118.90,0.288,0.342,1.548
Hafta Sonu Odaklı,23.13,175.64,0.312,0.254,1.386
Hafta Sonu Odaklı,18.30,155.58,0.296,0.252,1.358
Hafta Sonu Odaklı,24.75,176.40,0.279,0.310,1.438
Hafta Sonu Odaklı,23.74,134.30,0.324,0.188,1.495
Hafta Sonu Odaklı,17.08,152.78,0.288,0.072,1.387
Hafta Sonu Odaklı,11.72,149.29,0.277,0.320,1.461
Hafta Sonu Odaklı,26.23,163.70,0.450,0.166,1.453
Hafta Sonu Odaklı,24.06,178.52,0.171,0.249,1.401
Hafta Sonu Odaklı,9.29,167.15,0.198,0.279,1.347
Hafta Sonu Odaklı,30.42,167.51,0.310,0.276,1.556
Hafta Sonu Odaklı,22.65,188.18,0.303,0.215,1.640
Hafta Sonu Odaklı,24.21,118.81,0.339,0.232,1.411
Hafta Sonu Odaklı,25.76,184.97,0.325,0.282,1.501
Hafta Sonu Odaklı,24.79,154.84,0.331,0.251,1.423
Hafta Sonu Odaklı,21.49,213.78,0.166,0.328,1.269
Hafta Sonu Odaklı,28.48,132.04,0.286,0.337,1.480
Hafta Sonu Odaklı,25.89,184.91,0.291,0.267,1.377
Hafta Sonu Odaklı,20.38,168.36,0.324,0.228,1.537
Hafta Sonu Odaklı,19.93,166.48,0.303,0.254,1.452
Hafta Sonu Odaklı,35.79,147.21,0.195,0.279,1.336
Hafta Sonu Odaklı,18.24,171.92,0.362,0.322,1.450
Hafta Sonu Odaklı,25.95,171.40,0.299,0.319,1.147
Hafta Sonu Odaklı,24.86,149.13,0.360,0.248,1.358
Hafta Sonu Odaklı,24.44,139.66,0.236,0.201,1.442
Hafta Sonu Odaklı,19.90,151.90,0.281,0.229,1.309
Hafta Sonu Odaklı,21.98,164.32,0.328,0.206,1.424
Hafta Sonu Odaklı,17.23,152.59,0.311,0.139,1.372
Hafta Sonu Odaklı,19.98,135.03,0.336,0.283,1.455
Hafta Sonu Odaklı,13.62,175.98,0.293,0.194,1.571
Hafta Sonu Odaklı,10.06,147.60,0.305,0.268,1.671
Hafta Sonu Odaklı,30.87,152.63,0.219,0.218,1.407
Hafta Sonu Odaklı,22.05,121.63,0.213,0.243,1.578
Hafta Sonu Odaklı,28.04,155.74,0.191,0.266,1.478
Hafta Sonu Odaklı,26.40,129.30,0.327,0.266,1.331
Hafta Sonu Odaklı,19.69,151.57,0.184,0.315,1.470
Hafta Sonu Odaklı,14.93,207.89,0.283,0.265,1.302
Hafta Sonu Odaklı,31.52,145.30,0.246,0.323,1.337
Hafta Sonu Odaklı,21.08,137.43,0.318,0.238,1.239
Hafta Sonu Odaklı,22.78,135.32,0.291,0.336,1.503
Hafta Sonu Odaklı,21.83,143.78,0.230,0.275,1.350
Hafta Sonu Odaklı,14.63,176.74,0.185,0.324,1.307
Hafta Sonu Odaklı,14.90,139.83,0.378,0.241,1.403
Hafta Sonu Odaklı,7.25,149.11,0.431,0.239,1.349
Hafta Sonu Odaklı,12.59,130.34,0.278,0.275,1.691
Hafta Sonu Odaklı,8.23,163.97,0.305,0.258,1.566
Hafta Sonu Odaklı,19.72,149.75,0.299,0.193,1.299
Hafta Sonu Odaklı,20.14,172.87,0.431,0.301,1.152
Hafta Sonu Odaklı,21.12,149.54,0.246,0.229,1.333
Hafta Sonu Odaklı,21.50,150.64,0.441,0.178,1.413
Hafta Sonu Odaklı,18.03,123.85,0.253,0.265,1.390
Hafta Sonu Odaklı,8.99,151.82,0.379,0.232,1.474
Hafta Sonu Odaklı,27.14,150.25,0.346,0.244,1.304
Hafta Sonu Odaklı,26.95,173.63,0.325,0.287,1.595
Hafta Sonu Odaklı,36.47,141.92,0.145,0.283,1.387
Hafta Sonu Odaklı,21.47,167.14,0.239,0.247,1.399
Hafta Sonu Odaklı,16.47,109.62,0.346,0.255,1.457
Hafta Sonu Odaklı,13.15,199.72,0.289,0.275,1.517
Hafta Sonu Odaklı,22.97,145.93,0.172,0.250,1.142
Hafta Sonu Odaklı,21.53,154.41,0.390,0.244,1.388
Hafta Sonu Odaklı,20.45,153.41,0.293,0.280,1.488
Hafta Sonu Odaklı,19.20,149.19,0.277,0.337,1.521
Hafta Sonu Odaklı,17.38,184.24,0.210,0.302,1.365
Hafta Sonu Odaklı,14.79,144.25,0.363,0.314,1.476
Hafta Sonu Odaklı,23.72,177.85,0.248,0.310,1.642
Hafta Sonu Odaklı,19.61,168.39,0.269,0.281,1.336
Hafta Sonu Odaklı,6.57,137.56,0.294,0.204,1.272
Hafta Sonu Odaklı,17.20,177.07,0.219,0.301,1.464
Hafta Sonu Odaklı,14.49,144.13,0.176,0.262,1.461
Hafta Sonu Odaklı,21.03,149.55,0.266,0.266,1.520
Hafta Sonu Odaklı,25.95,130.04,0.298,0.240,1.342
Hafta Sonu Odaklı,25.57,152.21,0.435,0.165,1.418
Hafta Sonu Odaklı,16.39,168.09,0.330,0.292,1.474
Hafta Sonu Odaklı,16.14,154.42,0.408,0.224,1.431
Hafta Sonu Odaklı,9.38,183.84,0.302,0.285,1.390
Hafta Sonu Odaklı,14.39,181.72,0.309,0.209,1.254
Hafta Sonu Odaklı,6.00,145.57,0.251,0.297,1.480
Hafta Sonu Odaklı,14.92,128.35,0.318,0.192,1.477
Hafta Sonu Odaklı,5.73,192.24,0.275,0.305,1.180
Hafta Sonu Odaklı,16.21,157.01,0.227,0.296,1.523
Hafta Sonu Odaklı,22.87,125.23,0.406,0.298,1.470
Hafta Sonu Odaklı,13.99,167.94,0.374,0.327,1.474
Hafta Sonu Odaklı,27.65,179.01,0.294,0.228,1.358
Hafta Sonu Odaklı,23.64,168.36,0.246,0.213,1.467
Hafta Sonu Odaklı,29.93,137.05,0.258,0.277,1.367
Hafta Sonu Odaklı,18.25,149.83,0.359,0.312,1.444
Hafta Sonu Odaklı,23.41,139.79,0.250,0.243,1.534
Hafta Sonu Odaklı,18.53,151.71,0.269,0.231,1.535
Hafta Sonu Odaklı,22.76,162.66,0.273,0.228,1.523
Hafta Sonu Odaklı,21.41,155.19,0.263,0.291,1.424
Hafta Sonu Odaklı,13.88,190.72,0.265,0.209,1.226
Hafta Sonu Odaklı,18.42,152.73,0.202,0.212,1.529
Hafta Sonu Odaklı,17.13,180.80,0.280,0.261,1.634
Hafta Sonu Odaklı,14.06,142.27,0.228,0.204,1.318
Hafta Sonu Odaklı,20.73,166.28,0.295,0.232,1.528
Hafta Sonu Odaklı,14.70,143.93,0.263,0.200,1.327
Hafta Sonu Odaklı,15.48,152.70,0.357,0.313,1.508
Hafta Sonu Odaklı,22.89,173.90,0.141,0.244,1.482
Hafta Sonu Odaklı,23.14,165.41,0.291,0.202,1.387
Hafta Sonu Odaklı,22.62,159.50,0.382,0.342,1.355
Hafta Sonu Odaklı,27.43,160.31,0.328,0.312,1.439
Hafta Sonu Odaklı,36.99,132.81,0.341,0.318,1.279
Hafta Sonu Odaklı,27.40,149.21,0.299,0.317,1.488
Hafta Sonu Odaklı,19.38,124.43,0.384,0.226,1.565
Hafta Sonu Odaklı,15.31,166.01,0.366,0.225,1.402
Hafta Sonu Odaklı,18.38,164.07,0.353,0.313,1.458
Hafta Sonu Odaklı,21.27,146.38,0.314,0.210,1.410
Hafta Sonu Odaklı,20.42,158.44,0.363,0.218,1.345
Hafta Sonu Odaklı,18.53,130.85,0.215,0.304,1.346
Hafta Sonu Odaklı,24.16,140.22,0.405,0.212,1.475
Hafta Sonu Odaklı,11.03,192.70,0.393,0.249,1.263
Hafta Sonu Odaklı,21.01,125.93,0.273,0.196,1.403
Hafta Sonu Odaklı,17.81,179.34,0.333,0.217,1.331
Hafta Sonu Odaklı,12.44,178.36,0.293,0.340,1.515
Hafta Sonu Odaklı,17.80,152.83,0.242,0.206,1.358
Hafta Sonu Odaklı,27.68,142.73,0.223,0.197,1.442
Hafta Sonu Odaklı,35.06,161.30,0.314,0.280,1.577
Hafta Sonu Odaklı,16.77,168.12,0.389,0.198,1.443
Hafta Sonu Odaklı,20.81,156.22,0.241,0.285,1.143
Hafta Sonu Odaklı,11.40,141.72,0.291,0.332,1.514
Hafta Sonu Odaklı,15.36,151.17,0.337,0.307,1.301
Hafta Sonu Odaklı,12.61,170.30,0.397,0.194,1.374
Hafta Sonu Odaklı,18.61,140.12,0.331,0.281,1.337
Hafta Sonu Odaklı,17.38,153.50,0.338,0.350,1.278
Hafta Sonu Odaklı,34.00,135.48,0.320,0.313,1.381
Hafta Sonu Odaklı,20.94,167.68,0.296,0.267,1.272
Hafta Sonu Odaklı,15.08,111.50,0.286,0.238,1.636
Hafta Sonu Odaklı,16.95,166.55,0.366,0.199,1.557
Hafta Sonu Odaklı,9.20,136.16,0.305,0.227,1.357
Hafta Sonu Odaklı,12.85,162.35,0.427,0.321,1.518
Hafta Sonu Odaklı,18.62,157.67,0.318,0.196,1.359
Hafta Sonu Odaklı,15.82,137.17,0.304,0.253,1.398
Hafta Sonu Odaklı,14.97,164.27,0.265,0.285,1.468
Hafta Sonu Odaklı,19.48,143.67,0.238,0.289,1.314
Hafta Sonu Odaklı,15.07,131.92,0.342,0.251,1.298
Hafta Sonu Odaklı,28.72,151.90,0.300,0.252,1.467
Hafta Sonu Odaklı,15.04,142.01,0.266,0.285,1.381
Hafta Sonu Odaklı,18.52,112.60,0.326,0.226,1.202
Hafta Sonu Odaklı,23.63,151.92,0.244,0.276,1.250
Hafta Sonu Odaklı,24.02,159.72,0.249,0.216,1.359
Hafta Sonu Odaklı,29.87,142.42,0.380,0.138,1.709
Hafta Sonu Odaklı,17.24,129.04,0.231,0.279,1.599
Hafta Sonu Odaklı,24.22,174.90,0.349,0.191,1.450
Hafta Sonu Odaklı,22.87,160.80,0.398,0.289,1.551
Hafta Sonu Odaklı,10.26,178.12,0.230,0.243,1.392
